GeneName,sampleA,sampleB,sampleC,sampleD,sampleE,sampleF,sampleG,sampleH
Gm36902,6.237854937,6.0791185155,6.1354358151,6.0000517797,5.9263800809,6.1817567379,6.3533304681,6.2215318429
Olfr339,6.2813740006,6.3830018568,6.4000155267,6.40877885,6.3279716203,6.5389244761,6.3662316022,6.7126804495
Zscan4d,6.3615196461,6.4268561913,6.3782620679,6.4549465821,6.3718680392,6.3693551051,6.4905017334,6.3321467302
Lig3,10.9765661627,10.4413039968,11.7066663185,11.1374835244,10.8144223465,11.6676051079,11.491197761,11.2768391004
NAP114291-1,10.0946862547,9.7236383763,8.9128306301,9.6899333579,9.2020400388,8.9121614645,9.4727920913,9.14285809
Ndufb3,13.2909307847,13.2591842965,13.6837612784,13.4800871438,13.506359063,13.8319538143,13.6144218256,13.9515605443
AK045039,6.1065232735,6.1664660057,6.1055383534,6.0772644042,6.1173879783,6.0961320133,6.0997833038,6.1897151047
Krtap9-1,7.9247601529,7.8431689417,8.098100651,8.0559359762,7.9395233594,8.0394675903,8.0722911804,8.2492495098
Wnt10b,7.0730758492,6.9724593299,6.9761950723,7.2778932197,6.7755939058,6.7282957383,8.3549304975,6.8993995414
Glycam1,6.0282031275,6.197081724,6.0318838196,6.0651803638,6.1246177209,6.1415367068,6.2003896078,6.1901086301
Gm10512,6.2667158161,6.2176618837,6.169605555,6.1045099269,6.1049187428,6.1500157595,6.2379760128,6.2200625936
AK042602,6.3555702621,6.3406147408,6.0273548748,6.2499115587,6.1517515066,6.1953492279,6.2469991569,6.2474871233
Zscan22,7.0662246475,7.0342677687,7.1188036496,7.1324991971,6.9348402886,7.3075364766,7.0966870631,6.815057302
Gprc5d,6.6516289479,6.8085720922,6.9133601212,6.6734160424,6.7270199483,6.9220016346,6.9975434917,7.3494607529
Gja3,6.4065352236,6.2732508709,6.2449418368,6.3668135118,6.1860369776,6.2086132977,6.3129962179,6.2243191115
AK080204,10.6327782542,11.2461946537,10.6746838341,10.3209304766,10.6719744614,10.3924759632,10.4558310542,10.2460540203
Opalin,6.1668605486,6.0986786734,6.028714916,6.0995841327,6.0810951164,6.1436614501,6.1889988294,5.983013214
Gm8232,6.0383157094,5.94064446,6.096727933,6.085632228,5.9537396516,6.0597309959,5.9576495954,6.0453966577
Gm35177,6.3581043878,6.4161195788,6.5320948776,6.2881081246,6.3375320124,6.4434452039,6.3974667184,6.2267297867
Adck1,9.7485447286,9.4687968494,10.16335619,10.4553357534,10.2888607784,10.1452487973,10.2673667872,9.7053355343
Gm4598,6.6453371212,6.6315302198,6.3738235907,7.0014345196,6.7407440894,6.6504587492,6.3285981978,6.6012175263
Enox1,6.0200515964,6.1364288305,6.2185378056,6.0735241105,6.0870197764,6.1600977193,6.0701087838,6.2278222228
NAP061301-1,16.1604813501,16.0891250825,15.2137055757,15.4329866161,15.5923060447,14.9226438706,15.7509770814,15.2877773595
Pramel7,6.3246814588,6.5310939298,6.2930900449,6.4149953969,6.5508324712,6.4668280292,6.4171031017,6.2972309938
Ntrk1,6.9271620981,6.7440221077,6.4113637093,6.3708013075,6.6086712136,6.3347958361,6.7739524029,6.4009128909
Rnls,7.1548485102,7.1228397633,6.780099388,7.7775591086,7.5295072222,7.1114592367,7.0694217987,7.1137340081
Gm26891,6.0271837383,6.0995608411,5.9907917311,6.1208953767,6.0458586647,6.1923166673,6.0303551558,5.9332692637
Slc6a20b,6.1375225066,6.3615009123,6.2247290738,6.3238885668,6.4444013924,6.2356719788,6.1590330632,6.3068812809
AK046279,6.067229403,6.303679763,5.9599465375,5.879083044,5.8333767957,5.9123615488,6.0308105583,6.1511983641
Tusc5,6.2611840983,6.2346949001,6.3284558469,6.5427543153,6.2375624467,6.2323148842,6.5091883529,6.3082573816
Xpnpep3,8.0910195548,8.0766669284,8.156869084,8.2462625343,8.1915603007,7.9942338669,8.051072395,7.899422567
4921515L22Rik,6.24986616,6.274905126,6.3347880908,6.136914718,6.3252073511,6.1058390088,6.3365881851,6.4161765214
4930513D17Rik,6.2682193164,6.2559486728,6.1818714025,6.1957913098,6.285500693,6.1600200566,6.0905778574,6.1721687915
Arid1a,13.4662336069,13.1826170991,13.2835034047,13.1438618308,13.0160259558,12.9615617351,13.2668025253,13.3696050657
AV258284,6.203059374,6.5562228196,6.1132023226,6.0481817465,5.987644823,5.9427453601,6.0533564014,5.9347059309
Fbxo4,10.4605363571,11.0256387141,10.5751351297,10.887528792,11.2622262922,10.8264153233,10.4284097236,10.7886048249
Gm29797,7.6278721678,7.0216712392,6.9971347249,7.2885751399,7.0535073971,7.1048117272,7.1041638441,7.3331868409
Gm26555,6.3159902505,6.4866542854,6.3791268292,6.1681498575,6.0564810314,6.2101305833,6.1069347422,6.0784603282
Pira6,6.1651545884,6.2141996572,6.1628834937,6.1625356474,6.1923785737,6.1591901873,6.2008860143,6.9756068808
Crebbp,10.9910437884,10.2013279533,9.8889998881,10.4416205802,10.6096498015,9.7762556059,10.2418154232,10.0348505973
Vmn1r87,9.5387196324,9.2087854317,9.109892674,9.382581924,9.1538796112,8.9772878734,9.2275608023,9.1474783809
Pcp4l1,6.7401845178,6.4807615938,6.1690995649,6.2483713426,6.3336093884,6.1354891512,6.1826557483,6.1040875445
Dhrs7c,5.903337766,6.2669455604,6.1555712121,5.9131075861,6.1132606958,6.1860135957,5.850519329,6.0801331515
Snrnp70,11.51590563,12.0465442038,11.8409062102,12.569412345,12.5309571196,11.843843069,11.1348263819,11.6234345936
Gfral,6.2867272549,6.2917956829,6.2065991589,6.2052193997,6.288465037,6.2646958997,6.1670897453,6.2856981187
Asb7,10.3306086406,10.0052215123,9.5832577103,9.8329618842,9.7800251546,9.5694530737,9.9243416616,9.9248441469
Ndufs4,13.635682116,13.1127977794,13.2780656929,13.2802550833,13.2011647795,13.3388526401,13.6043451423,13.4773135402
Necap2,14.0574652743,14.0076347092,14.6688432992,14.5020004069,14.6241034243,14.6609932624,14.4986917804,15.1489928181
Upb1,6.2266808131,6.3052002189,6.4616926601,6.3574569305,6.4477191977,6.4559575883,6.4410772115,6.5348964055
Fam160b2,12.536600625,12.6502062043,12.7840205026,12.6217072094,12.7285808596,12.7982516288,12.6170641423,12.9448339723
Slc29a2,8.4841050542,9.2396840119,9.4911220144,8.4017697496,8.3026838984,9.1287970196,8.5554971578,7.9654545249
Dse,6.9971347249,6.8233276249,6.8546846079,6.7144205848,7.2228662825,6.8210178712,7.0704180867,7.0102883801
AK045835,6.1032028431,6.0543656427,6.1092338156,6.413838847,6.2139629251,6.2419977386,6.2063368354,6.1984700287
Plxna2,6.0054007537,6.0454707447,6.1093290548,6.1133697712,6.0353771627,6.1346766122,6.1746486959,6.2289294431
Ifit2,7.0572449205,6.6403592532,7.3049274567,7.6354442945,7.8018723032,7.8428144558,7.4263805486,7.9269993376
AK203051,8.3762816204,7.9025792594,9.118749424,8.087560911,8.6641946681,9.0912415844,9.3271806396,9.2719280083
Pwwp2b,10.6823993503,9.6458264712,9.828568104,10.7145131035,10.1054838581,9.933592266,10.8485044114,10.7265659713
6330411D24Rik,6.1378508935,6.0252967935,6.1001445153,6.1855588746,6.0834431613,6.1990512239,6.0484341884,6.0405775225
Gm34784,6.2862738933,6.3000260567,6.2220131398,6.1977215588,6.1627803504,6.1840497677,6.7026715893,6.4617950716
Olfr605,6.0982034134,6.0434733464,6.0201992873,6.0715969331,6.0163579361,6.226317904,5.9702477139,5.9511535634
Fbxw24,6.1908313293,6.1108054916,6.0623533488,6.1254777499,6.0957675403,6.1065330556,6.2944879115,6.1677118674
Lcn11,6.4178775461,6.5789952731,7.0978698754,7.1837515786,6.5846986452,6.7777345636,6.6793018264,6.565051783
Tbc1d1,12.5167045972,12.3757953938,12.629396992,11.9678686112,12.506154036,12.6671414788,12.6378619435,12.5186584922
Gm36070,6.6800088389,6.9175228297,6.2894381637,7.4055632862,6.5093393857,6.2047827445,6.49409737,6.3164538842
Dnm2,10.1594940958,9.8232109815,10.2539883218,10.5325729803,10.3737865283,10.1922111543,10.0995045788,10.2827406687
Olfr1247,6.227200612,6.177516652,6.0758676958,6.0430504944,6.0768985019,6.0046192482,6.0501085737,6.0410648533
Cbll1,11.3049662077,11.583595472,11.4841482921,11.2493599895,11.2666108008,11.3657021764,11.2187815416,10.9653530395
1500015A07Rik,8.9408083865,9.9240937414,9.0422902717,9.6076951426,9.3757931533,8.9542856002,8.6085601962,9.1538796112
4930554P06Rik,6.16829042,6.1340504564,6.2281577044,6.1597900915,6.516559502,6.1895761524,6.2580939062,6.593971707
TC1654523,6.1805859614,6.2937427541,6.2424858549,6.2907610062,6.2464838742,6.3136012015,6.1780211646,6.3181103608
Zfp948,9.074733998,9.4957350801,9.7384391355,9.8698932381,9.6395814796,9.8019202519,9.1403862236,8.3563664788
Bean1,6.0859504228,6.219380337,6.0789246854,6.1130209006,6.601810041,6.2316106273,6.1942541152,6.1175953969
2010310C07Rik,6.1632689462,6.3962702919,6.1948646757,6.1756284239,6.194100474,6.1297969922,6.1338751561,6.0549537131
Adnp2,8.8431557548,8.9406294738,8.8255430833,9.1198715508,8.8950794337,8.800493827,8.7174264534,8.4404488641
D730005E14Rik,7.5481501973,8.6238126119,8.3362629372,8.4983422697,8.6004904319,8.4411632686,7.7348691808,8.3471549962
LOC102637646,6.233289994,6.2212452817,6.2173008194,6.1950400184,6.2432501987,6.3085875182,6.3479162307,6.2547716768
Gm36349,8.7048000134,8.6641946681,9.0771069872,9.0188684744,8.6651836098,8.8830294348,8.9851696543,9.420100046
D630003M21Rik,6.2681176133,6.4293988023,6.4969365701,6.4601602895,6.3564544423,6.3407887713,6.5386140823,6.2513413014
4833411C07Rik,6.3903152925,6.4679958382,6.2559134348,6.167665145,6.1368563836,6.2408330733,5.977058594,6.3246154636
Gm10621,6.7727309726,6.9128604694,6.6346710736,6.7450322553,6.7621613046,6.7371979781,6.7899309347,6.691007367
Olfr620,6.3616593797,6.3527595043,6.3632439044,6.2355851403,6.3644579113,6.4228828747,6.272913973,6.5234804476
Bcas3os2,6.0318196866,5.9060008545,5.9303293475,5.8457070898,6.0328620116,6.2271780871,5.9093627767,5.9719160359
BU945974,6.2252515178,6.3602442957,6.1664060016,6.2535866968,6.0470691089,6.2239044234,6.2322650022,6.3909133892
Usp4,11.399589626,11.2089792381,11.4015484102,11.072179056,11.2029303644,11.2968232168,11.2156553285,11.2201874023
6430710M23Rik,6.1732184979,6.2595755479,6.2462073884,6.3046342772,6.2398414553,6.2436498242,6.2664851018,6.3857488014
Gm15772,16.8239185299,16.6948149391,16.9894881967,16.8673058482,16.9404815818,16.9107563658,16.9665256541,16.9956694798
Rae1,12.9191242766,12.6514730933,12.9357939219,12.449526096,12.3412799808,12.7701700353,12.7656847421,12.603644434
Upf1,10.5256086781,10.6012162273,11.0797492683,10.6135520808,10.5579885332,10.9748110637,10.6250345251,10.7234972672
Adamts15,6.0321568315,6.04010699,6.141268244,6.2226283116,6.2340949069,6.0772003448,6.1258303246,6.0650230813
Dock6,10.408454293,10.1654439676,10.2880417995,10.4005113913,10.1807813408,10.3546751715,10.6993969797,10.4716788008
Rarg,10.8972491385,11.0988802155,10.8902806002,12.4071065301,13.306299702,11.5987904175,11.1173541832,10.8388972465
Sgk1,10.0312441381,10.884371908,10.6129099202,8.4998599182,8.6602641699,9.6324363747,9.2011093445,12.2720297775
Sik3,12.8091714985,12.2361141095,11.6564292192,12.0618151067,11.9405246886,11.8310431979,12.1159835413,10.5453334366
Gak,10.1062947806,9.9660513158,10.0666936998,10.1324891679,9.9073686416,9.9909877658,10.0944281198,10.2603659253
Fam20b,12.4466080753,12.5677697092,12.8879509626,12.1881666161,12.2818309599,12.6452313934,12.3858033608,12.4390678059
Arf1,15.1302969644,15.1675074997,15.4647217289,15.185504249,15.1660312587,15.5572712379,15.2409787315,15.2785935624
1700001C19Rik,6.0813293976,6.0422223028,5.9768278801,6.0282999166,5.938185072,6.2579908027,5.9497244592,5.908696502
Gm32679,6.5472136909,6.44920587,6.4725177016,6.4885810763,6.4454996055,6.735707732,6.5690010922,6.6660727742
Vcpkmt,11.6024122556,11.9836073584,11.4938879685,11.0784446708,10.8673710117,11.4238470313,11.1305060122,10.5385859749
Carkd,12.4399604069,12.8896902286,12.775396796,12.9210056937,12.9584648838,12.8879509626,12.3702484322,12.772017638
Chil5,6.2848113429,6.2505935949,6.3392571903,6.2637754731,6.3736906406,6.2343107826,6.2423079166,6.2909368226
Camk2n1,7.8402445942,7.8926771246,6.8109134861,7.4101199131,8.1841147387,6.8762899166,7.0391625432,6.4677462702
Olfr1163,6.2616319459,6.3432147708,6.2834190307,6.2266625343,6.3140980652,6.2562038955,6.398573133,6.3091182671
Tfdp2,11.034253043,10.7949637727,10.5743944779,11.4337622563,11.3938670952,10.7075930089,10.8223170417,10.8535737697
4921513I08Rik,6.3960059665,6.3478714309,6.1731957044,6.2601234863,6.2381762591,6.2348321121,6.2837288596,6.3734138239
Mcph1,6.3213498226,6.30792944,6.4397677618,6.4544614834,6.3417390366,6.4854383721,6.3343076036,6.291503065
Cd81,11.8892803325,12.4025547885,12.0926902048,12.2308909728,13.7753725526,13.0201100384,11.7018325586,10.8694616062
C030015D19Rik,5.8618733482,6.0151326847,7.8689422219,5.7858978278,5.8822446817,5.9304397947,5.97818681,5.9498307716
Gm39334,6.3584173791,6.8251652051,6.5277504942,6.2324432487,6.3776041876,6.2690271306,6.5193815873,6.600988244
AK047401,6.4337371384,6.3695612728,6.4996398582,6.3190195561,6.3132700425,6.3224820419,6.395821802,6.387976864
Gm5820,6.2041886348,6.2374015458,6.2857598514,6.3940622878,6.3316338831,6.2464556057,6.2923950374,6.3966535461
Gm13944,6.0543656427,5.9881061071,5.7876286845,5.9360925519,5.8815925571,5.9154643987,6.0060315373,6.1320297203
2410018L13Rik,7.6148821616,7.2900930188,7.5389326477,7.5742098417,7.7014851691,7.8223228569,7.5982510981,7.3207772056
Klri2,6.447395905,6.2542551306,6.3300524912,6.4961005379,6.3595321077,6.4146096559,6.3987095411,6.4395475408
Fkbp8,11.1883382204,10.969377259,11.491197761,11.4104837619,11.1282605541,11.40388025,11.3536543843,11.8291671559
Apol8,6.2241039415,6.1661860209,6.2896521705,6.3482845187,6.2578423135,6.2997908994,6.2615632309,6.1745359392
Tas1r3,7.6653602808,7.5561520998,7.5189449152,7.5657063794,7.3902425484,7.5092192217,7.4256142475,7.2407418387
Tnmd,6.0723687261,6.0585400108,6.2142222108,6.1138879327,6.1698337598,6.0824233356,6.1103014827,6.1505797489
Muc20,6.186461087,6.3977945636,6.3616342525,6.1437464806,6.1978327062,6.1657423068,6.103051695,6.2383843791
Ssbp1,10.3614719438,10.475228427,10.4890759248,10.8095871862,10.1180127435,10.3306086406,10.3700236746,10.4536432975
5330417C22Rik,6.1496410145,6.3414449074,6.1258822235,6.1772263512,6.1103405806,6.0901454767,6.1514431974,6.1081400646
Ms4a4c,16.0250047348,15.9740677441,15.9740677441,16.1029349295,16.1336858303,16.1950145016,16.2985805153,16.1251943967
Dpp4,6.2341189542,6.4349508746,6.280436392,6.300539523,6.3923569788,6.2444656467,6.9879633444,6.8480977833
Ik,14.9400448958,15.0542776819,14.5580501468,14.738334726,14.8061972837,14.5981796717,14.6285125249,14.5801320825
2610305D13Rik,6.1619693978,6.1709965389,6.2823379209,6.1663822664,6.1948456716,6.1273340652,6.2789560792,6.109404611
Nr0b1,6.4642484155,6.4011142775,6.3477374646,6.3478198393,6.3970819809,6.40247946,6.4784135931,6.3937763261
Gm16163,6.4284891658,6.6121113366,6.3519967914,6.1468197047,6.3806933222,6.4248824311,6.4269496213,6.4318866716
Pycrl,6.4023019914,6.727610475,6.7260302368,6.3120373893,6.6370573755,6.667602542,6.4163489416,6.2653355555
NAP063249-1,6.1083603502,5.999582822,6.1748162186,6.269325264,6.2584570992,6.2078578669,6.1110476181,6.0959042868
Gm28523,6.2868435475,6.2172184105,6.2555440383,6.1885489834,6.1883042279,6.0524138775,6.1553876245,6.2555737189
Arl13a,6.1427497149,6.2281706838,6.0914116904,6.0705258629,6.3521171156,6.1878677007,6.0148431782,6.0763130854
BB157357,6.1760635165,7.0468259688,6.6550854493,6.5794258315,7.0383352835,6.5593716029,6.2125921393,6.58770348
